feature,importance
depression_score,0.2953254465489326
mood_rating,0.13115730454754976
stressful_events,0.11416541301104785
sleep_hours,0.10256591422647034
sleep_quality,0.0752895280985044
social_support,0.06791627043638873
anxiety_score,0.06486902286297631
work_study_hours,0.05060015237608637
exercise_days,0.05001740767604069
stress_score,0.048093540216002886
